Name,Phone,Address,Website,Category,Keyword,Location,TimeZone,IdStatus
Real Estate Capital Ventures,7076491400,"1833 Solano AveVallejo, CA 94590",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Properties By Merit,5303382112,"1255 Sacramento StRedding, CA 96001",http://www.pbmerit.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Real Estate,7147617939,"8761 Knott AveBuena Park, CA 90620",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cushman & Wakefield - Commercial Real Estate Services,9256213840,"5000 Hopyard RdPleasanton, CA 94588",https://www.cushmanwakefield.com/en/united-states/offices/pleasanton,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,2095706953,"9280 W Stockton Blvd Ste 120Elk Grove, CA 95758",https://jenniferwise1.metrolistpro.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9163082446,"6169 Great Basin DrRoseville, CA 95678",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cushman & Wakefield - Commercial Real Estate Services,5104658000,"555 12th St Ste 1400Oakland, CA 94607",https://www.cushmanwakefield.com/en/united-states/offices/oakland,"Real Estate Agents, Real Estate Developers",Real Estate,CA,PST,Lead
Cushman & Wakefield - Commercial Real Estate Services,6503473700,"1350 Bayshore HwyBurlingame, CA 94010",https://www.cushmanwakefield.com/en/united-states/offices/burlingame,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
PMI Surpass,9095001102,"876 N Mountain Ave Ste 200hUpland, CA 91786",http://propertymanagementinc.com/surpass,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
"Hunter, Craig",8183559795,"1300 W Magnolia BlvdBurbank, CA 91506",http://www.soldbythehunters.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,4154741750,"1560 Van Ness Ave Fl 2San Francisco, CA 94109",http://www.myrewebsite.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Jacob & Jacob Realty & Finance,8185792955,"225 E Broadway Suite 204Glendale, CA 91205",https://jacobandjacobfinance.com/welcome,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cbre,2094737800,"3247 W March Ln Ste 100Stockton, CA 95219",https://www.cbre.com/offices/corporate/central-valley,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,4083551500,"410 N Santa Cruz AveLos Gatos, CA 95030",http://www.petermyers.net/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Spadoni and Family Real Estate,7074338463,"109 Mill StHealdsburg, CA 95448",http://www.pacificunion.com/agents/10908-Spadoni-and-Family-Real-Estate,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Coldwell Banker,3238039422,"15025 Whittier BlvdWhittier, CA 90603",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cbre,6505772900,"1450 Chapin Ave Fl 200Burlingame, CA 94010",https://www.cbre.com/offices/corporate/san-francisco-peninsula,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Re/Max,5305963232,"499 Peninsula DrWestwood, CA 96137",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8057735100,"860 Price StPismo Beach, CA 93449",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,4089961100,"12029 Saratoga Sunnyvale RdSaratoga, CA 95070",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Berkshire Hathaway HomeServices California Properties,3103730021,"600 Deep Valley DrRolling Hills Estates, CA 90274",https://www.bhhs.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Cbre,5629461541,"10350 Heritage Park Dr Ste 100Santa Fe Springs, CA 90670",https://www.cbre.com/offices/corporate/los-angeles,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Coldwell Banker,3104576550,"29178 Heathercliff RdMalibu, CA 90265",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Don Davis - Remax,5305243137,"2405 Hilltop DrRedding, CA 96002",http://www.remax.com/realestateagentoffice/redding-ca-96002-dondavis-id11354454.html,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8057736611,"1161 Price St Suite 100Pismo Beach, CA 93449",https://www.coldwellbanker.com/coldwell-banker-premier-real-estate-3537c/pismo-beach-office-117060d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Sereno Properties,4083351400,"214 Los Gatos Saratoga RdLos Gatos, CA 95030",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Genesis Real Estate Company,5102435484,"1889 San Pablo AvePinole, CA 94564",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,4154374500,"2355 Market StSan Francisco, CA 94114",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9168658759,"1180 Iron Point Rd Ste 130Folsom, CA 95630",http://www.pammccoyrealestate.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7079943662,"14340 Lakeshore DrClearlake, CA 95422",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,4083779400,"125 E Sunnyoaks Ave Ste 208Campbell, CA 95008",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
The Mowery Group,9099816677,"6331 Haven Ave Ste 6Rancho Cucamonga, CA 91737",http://www.mowerygroup.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Tiao Properties,3233631096,"2146 W Sunset BlvdLos Angeles, CA 90026",http://www.tiaoproperties.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
McBride Property Management,7145291111,"711 W Lambert RdBrea, CA 92821",http://mcbride.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Remax,2092678179,"40 Hanford St Ste CSutter Creek, CA 95685",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8889886851,"6334 University AveSan Diego, CA 92115",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,4158973000,"7250 Redwood Blvd Ste 207Novato, CA 94945",http://coldwellbankerhomes.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,6268990888,"10423 Valley Blvd # B-1El Monte, CA 91731",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9256837252,"895 B StHayward, CA 94541",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
dpiWOW,2097401004,"504 W 11th StTracy, CA 95376",https://dpiwow.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
"Guthrie Group Homes, Real Estate",9256282436,"191 Sand Creek Rd Ste 100Brentwood, CA 94513",https://guthriegrouphomes.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
"Lamprecht, Tracey",8057014563,"Ventura, CA 93003",http://www.tlrem.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Remax,7074551200,"1038 1st StBenicia, CA 94510",https://www.remax.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Remax,5626963300,"14634 Whittier Blvd Ste BWhittier, CA 90605",http://remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Felix Properties Inc,9515200515,"11762 De Palma Rd # 419Corona, CA 92883",https://felixproperties.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Remax Investments,6505779200,"15 N Ellsworth AveSan Mateo, CA 94401",http://remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9169720212,"2277 Fair Oaks Blvd Ste 440Sacramento, CA 95825",http://coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
The Joann Dickinson Group,9092608228,"28200 Highway 189Lake Arrowhead, CA 92352",http://www.lakearrowheadrealestateca.com/#LkqPl,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Berkshire Hathaway Home Home Services Drysdale Properties,2093342141,"2401 W Turner RdLodi, CA 95242",http://www.carmenbais.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9167218334,"1219 Pleasant Grove BlvdRoseville, CA 95678",http://www.margomcbride.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9099822882,"222 N Mountain AveUpland, CA 91786",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
"Remax Coastal Homes: Sirrekka Regan, Realtor",9495037944,"1644 N El Camino RealSan Clemente, CA 92672",https://www.sirrekka.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Remax,4243963308,"550 E Carson Plaza Dr Ste 203Carson, CA 90746",http://remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9257301601,"479 45th StOakland, CA 94609",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9516091211,"33064 Blackwell BlvdLake Elsinore, CA 92530",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Real Estate Depot,7079233600,"773 Redwood DrGarberville, CA 95542",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Re/Max,9494942424,"295 Broadway StLaguna Beach, CA 92651",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8056872600,"3630 State StSanta Barbara, CA 93105",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Berkshire Hathaway HomeServices California Properties,3103189386,"225 Avenue I Ste 110Redondo Beach, CA 90277",https://www.bhhscp.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Cushman & Wakefield,4154850500,"900 Larkspur Landing CirLarkspur, CA 94939",https://www.cushmanwakefield.com/en/united-states/offices/larkspur,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Cushman & Wakefield - Commercial Real Estate Services,8314498000,"328 Main St Ste BSalinas, CA 93901",https://www.cushmanwakefield.com/en/united-states/offices/salinas,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,8889886851,"3790 Via De La Valle Ste 301Del Mar, CA 92014",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Mission Villa Properties,5102997026,"Fremont, CA 94539",http://www.mvphome.us/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Moreno Work Group,6505325348,"205 De Anza Blvd Suite 231San Mateo, CA 94402",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Cbre,8185026700,"234 S Brand Blvd Ste 800Glendale, CA 91204",https://www.cbre.com/offices/corporate/los-angeles,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
The Walker Advantage Team of Coldwell Banker Residential Brokerage | Scott and Barbara Walker,9512854040,"32326 Clinton Keith Rd Ste 104Wildomar, CA 92595",https://walkeradvantageteam.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Argus Associates,2093677917,"521 W Kettleman LnLodi, CA 95240",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Kidder Mathews,8585091200,"12230 El Camino RealSan Diego, CA 92130",http://bov.qashat.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Remax,2098799424,"1005 E Pescadero Ave Ste 179Tracy, CA 95304",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9513317166,"27548 Ynez RdTemecula, CA 92591",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9544910700,"111 Via Pico PlzSan Clemente, CA 92672",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,6233444000,"761 E El Camino RealSunnyvale, CA 94087",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3054451700,"1050 Edison StSanta Ynez, CA 93460",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Martin Associates Brokerage,9517347510,"1181 California AveCorona, CA 92881",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,7077456000,"1299 W K StBenicia, CA 94510",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9087662900,"10850 Atlantic AveLynwood, CA 90262",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5306728215,"3081 Alhambra Dr Ste 207Cameron Park, CA 95682",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,6612557666,"23026 Soledad Canyon RdSanta Clarita, CA 91350",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7608683500,"4646 Phelan Rd Ste CPhelan, CA 92371",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,2097289131,"90 Big Trees RdMurphys, CA 95247",http://leannesmith.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,6263631111,"3146 Colima RdHacienda Heights, CA 91745",https://www.coldwellbanker.com/coldwell-banker-alliance-realty-7837c/hacienda-heights-office-234083d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8052391900,"704 Spring StPaso Robles, CA 93446",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8316262226,"618 Lighthouse AvePacific Grove, CA 93950",https://www.coldwellbanker.com/coldwell-banker-realty-12607c/pacific-grove-office-516075d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,7149681992,"17577 Mead StFountain Valley, CA 92708",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,6263019888,"201 E Huntington Dr Ste 210Monrovia, CA 91016",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8054943283,"1204 E Thousand Oaks BlvdThousand Oaks, CA 91362",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5306736614,"1307 Franklin RdYuba City, CA 95993",https://valleybrokers-yubacity-ca.cbcworldwide.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,8448873629,"3844 Atlantic AveLong Beach, CA 90807",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,5628041993,"5572 South StLakewood, CA 90713",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,9166331630,"6839 Five Star Blvd Ste BRocklin, CA 95677",http://deleonggroup.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,8317517000,"915a N Main StSalinas, CA 93906",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,5308366830,"307 Poplar Valley RdBlairsden Graeagle, CA 96103",http://remaxmountainliving.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,7602494663,"1453 State Highway 2Wrightwood, CA 92397",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,5624443800,"16536 Bellflower BlvdBellflower, CA 90706",http://remaxinnovative.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,7142097333,"135 S State College Blvd Ste 675Brea, CA 92821",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7149909990,"909 E Yorba Linda Blvd Ste HPlacentia, CA 92870",https://www.coldwellbanker.com/coldwell-banker-diamond-4650c/placentia-office-148598d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,4154563000,"899 Northgate Dr Ste 100San Rafael, CA 94903",https://www.coldwellbanker.com/coldwell-banker-realty-12607c/san-rafael-office-359217d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7603658880,"73486 29 Palms Hwy Ste CTwentynine Palms, CA 92277",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7144829100,"3230 E Imperial Hwy Ste 218Brea, CA 92821",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Hamilton Cohn Thatcher & Associates,5105624490,"8393 Capwell Dr Ste 100Oakland, CA 94621",http://jungandassociates.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Craig and Priscilla Albin - Re/Max New Dimension,7142676094,"4501 E La Palma Ave Ste 120Anaheim, CA 92807",https://discoverhomesnow.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
"Carrington Real Estate Services (CA), Inc. - El Dorado Hills",8773302773,"El Dorado Hills, CA 95762",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Re/Max Innovations,9095927355,"279 E Arrow Hwy Ste 103San Dimas, CA 91773",https://remaxinnovations.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Dakota West Realty,8055842151,"3263 Calle De DebesaCamarillo, CA 93010",http://www.dakotawestrealty.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
L. A. Exclusive Property,3104201149,"219 Hollister AveSanta Monica, CA 90405",http://www.laexclusiveproperty.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,4153028996,"151 Oak Manor DrFairfax, CA 94930",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3133125714,"810 Jamacha Rd Ste 101El Cajon, CA 92019",https://www.coldwellbanker.com/coldwell-banker-west-1187c/el-cajon-office-225069d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,9514061505,"9496 Magnolia Ave Ste 205Riverside, CA 92503",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5302594801,"707 E Mountain Ridge RdWestwood, CA 96137",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Exclusive Realty,9516887474,"16785 Amberwood CtRiverside, CA 92504",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Remax,5108135273,"2437 Santa Clara AveAlameda, CA 94501",http://remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8054930807,"2538 Covent Garden CtThousand Oaks, CA 91362",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9512441867,"31620 Railroad Canyon RdCanyon Lake, CA 92587",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,8882169257,"15373 Innovation Dr Ste 235San Diego, CA 92128",http://remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cyndi Burgess Realtor With RE/MAX Connections,7608809215,"700 La Terraza BlvdEscondido, CA 92025",http://cyndiburgess.connectionsre.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,4157993728,"301 Junipero Serra Blvd Ste 230San Francisco, CA 94127",http://remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Garrett Chan,6264560056,"913 E Walnut StPasadena, CA 91106",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9169739554,"3108 Fulton AveSacramento, CA 95821",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Jerry Sun Real Estate - RE/MAX,6265890997,"913 E Walnut StPasadena, CA 91106",http://www.jerrysun.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Re/Max,9253888300,"6635 Dublin Blvd Suite B2Dublin, CA 94568",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Linda Battisti - Re/Max Property Connection,9495256792,"26381 Crown Valley PkwyMission Viejo, CA 92691",http://www.lindabhomes.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,3122667000,"2780 Sepulveda BlvdTorrance, CA 90505",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9099801818,"8885 Haven AveRancho Cucamonga, CA 91730",https://www.coldwellbanker.com/coldwell-banker-blackstone-realty-5501c/rancho-cucamonga-office-167147d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Mammoth Lakes Resort Realty,7609248521,"272 Sierra Manor Rd Ste DMammoth Lakes, CA 93546",https://mammothlakesresortrealty.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,9095908853,"3350 E Birch StBrea, CA 92821",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,8583444068,"5530 La Jolla Blvd Ste 1bLa Jolla, CA 92037",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Ips Property Management,5594401300,"1099 E Champlain DrFresno, CA 93720",https://www.ipsfresno.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,5624395433,"3400 E 7th StLong Beach, CA 90804",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,2092672286,"270 Hanford St Ste ASutter Creek, CA 95685",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,5629472867,"16131 Whittier BlvdWhittier, CA 90603",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,9099893747,"10300 4th StRancho Cucamonga, CA 91730",,"Real Estate Agents, Real Estate Loans",Real Estate,CA,PST,Lead
Coldwell Banker,8059849777,"112 Los Altos StOxnard, CA 93035",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,6505779200,"12 N San Mateo DrSan Mateo, CA 94401",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Av 5 Star Realty,6612664400,"3005 E Palmdale BlvdPalmdale, CA 93550",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Terra Realty Advisors Inc,7076391000,"450 Chadbourne Rd Ste GFairfield, CA 94534",http://terraadvisors.net/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,8056822477,"751 S Bascom AveSan Jose, CA 95128",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,9098390400,"9227 Haven AveRancho Cucamonga, CA 91730",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
"Israel Barden, REALTOR | The Izzy Barden Team-RE/MAX Big Bear",9092738980,"41114 Big Bear BlvdBig Bear Lake, CA 92315",https://israelkbarden.remax.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,9492574000,"501 N El Camino RealSan Clemente, CA 92672",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8053393516,"1500 Palma DrVentura, CA 93003",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,7148717653,"7701 Artesia BlvdBuena Park, CA 90621",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Above and Beyond Rendering,9253912142,"411-4300 Black AvePleasanton, CA 94566",http://www.aandbrendering.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Alpine Premier Properties,6194456246,"1411 Rock TerAlpine, CA 91901",https://www.alpinecountryhomes.com/contact,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
REMAX Clarity,8889886851,"884 Eastlake Pkwy Ste 1629Chula Vista, CA 91914",https://www.remax.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Remax,9492042192,"3471 Via Lido Ste 207Newport Beach, CA 92663",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,7075446000,"737 4th StSanta Rosa, CA 95404",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Homelink Realestate,2095455600,"3600 Sisk Rd Ste 2AModesto, CA 95356",http://homelinkcentralvalley.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Desert HomeFront Property Services,7607021643,"Cathedral City, CA 92234",http://deserthomefrontps.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
P & A Realty,6508928448,"2171 Junipero Serra BlvdDaly City, CA 94014",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Coldwell Banker,9099490600,"888 Haven AveRancho Cucamonga, CA 91730",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,5304320711,"10138 Commercial AvePenn Valley, CA 95946",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5305808001,"475 N Lake BlvdTahoe City, CA 96145",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,5593670200,"7075 N Maple Ave Ste 101Fresno, CA 93720",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9516798844,"29950 Haun Rd Ste 101Sun City, CA 92586",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,2095261010,"1418 J StModesto, CA 95354",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
